Sucursal  : 0010 BODEGA CENTRAL 00000001 dias compras : 1

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00022049,,PERNO RUE VOLKS SAVEIRO CONO 12x30 P1.5           ,PERNO RUEDA,VW,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.BLANCO Y CIA.LTDA.,,20210826,915,20221103,2218
00022169,,PERNO CENTRO 1/2x8                                                                                  ,PERNO,CENTRO ,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.BLANCO Y CIA.LTDA.,,20220201,1665,20220202,1866
00022269,,PERNO CARDAN 10*30                                                                                  ,PERNO,CARDAN,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.BLANCO Y CIA.LTDA.,,20220512,517,20221203,941
00022270,,PERNO CARDAN 12 X32                                                                                 ,PERNO,CARDAN,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.BLANCO Y CIA.LTDA.,,20220512,738,20220429,624
00022272,,PERNO CARDAN KIA                                                                                    ,PERNO,CARDAN,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,IMP.BLANCO Y CIA.LTDA.,,,1008,20171013,0
00022273,,SPRAY ALTA TEMP ALUMINIO 485 ML                   ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,54,0,0,0,IMP.BLANCO Y CIA.LTDA.,CODELPA CHILE S.A,20230105,3838,20230116,5763
00022274,,SPRAY ALTA TEMP NEGRO 485 ML                      ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,114,0,0,0,IMP.BLANCO Y CIA.LTDA.,CODELPA CHILE S.A,20230105,3321,20230131,5173
00022275,,SPRAY ALUMINIO 485 ML                             ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,114,0,3239,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,3239,20230126,4863
00022277,,SPRAY AMARILLO ORO/REY 485 ML                     ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,114,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2319,20230131,2866
00022278,,SPRAY AZUL CELESTE 485 ML                         ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,36,0,0,0,CODELPA CHILE S.A,,20220705,2107,20230130,2529
00022279,,SPRAY AZUL ELECTRICO 485 ML                       ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,90,0,0,0,CODELPA CHILE S.A,,20221110,2311,20230125,3866
00022280,,SPRAY AZUL PACIFICO 485 ML                        ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,54,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221110,2311,20230131,2856
00022281,,SPRAY BARNIZ NAT POLIURETANO 485 ML               ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221004,2501,20230124,4176
00022283,,SPRAY BERMELLON 485 ML                            ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,24,0,0,0,CODELPA CHILE S.A,,20220802,2107,20221216,3513
00022284,,SPRAY CERESITA BLANCO BRILLANTE 485 ML            ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,138,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230105,2319,20230131,2784
00022285,,SPRAY BLANCO OPACO 485 ML                         ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,12,0,2319,0,CODELPA CHILE S.A,,20230105,2319,20230128,2924
00022286,,SPRAY CAFE 485 ML                                                                                   ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20220705,2107,20221229,3513
00022287,,SPRAY NARANJA 485 ML                              ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,48,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230105,2319,20230127,3866
00022288,,SPRAY NEGRO BRILLANTE 485 ML                      ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,546,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2319,20230131,3866
00022289,,SPRAY NEGRO OPACO 485 ML                          ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,14,0,0,0,0,540,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2319,20230131,3866
00022290,,SPRAY ROJO 485 ML                                 ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,6,0,0,0,0,504,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2310,20230131,2855
00022292,,SPRAY GRIS 485 ML                                 ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,66,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2297,20230130,3866
00022293,,SPRAY GRIS HUMO 485 ML                            ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230105,2311,20230127,3857
00022294,,SPRAY GRIS PERLA 485 ML                           ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,24,0,0,0,CODELPA CHILE S.A,,20220802,2107,20230109,3161
00022295,,SPRAY GRIS MAQUINA 485ML                          ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,48,0,2319,0,CODELPA CHILE S.A,,20221110,2311,20210625,2071
00022296,,SPRAY VERDE ESMERALDA 485 ML                      ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,30,0,0,0,CODELPA CHILE S.A,,20220513,1951,20221210,3261
00022297,,SPRAY VERDE REJA 485 ML                                                                             ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,36,0,0,0,CODELPA CHILE S.A,,20221110,2333,20230127,3502
00022298,,SPRAY VERDE OSC.485ML                             ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,24,0,2319,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230105,2319,20230113,3866
00022300,,SPRAY ANTIOXIDO GRIS 485 ML                       ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,72,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,2581,20230130,3098
00022301,,SPRAY ANTIOXIDO ROJO 485 ML                       ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,24,0,0,0,CODELPA CHILE S.A,,20230105,2447,20221223,4084
00022302,,SPRAY FLUORESENTE AMARILLO 485 ML                 ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221110,3239,20230117,4886
00022303,,SPRAY FLUORESCENTE NARANJA 485 ML                 ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221019,3217,20230125,5370
00022304,,SPRAY FLUORESENTE ROJO 485 ML                     ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,18,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230105,3239,20230112,5471
00022305,,SPRAY FLUORESENTE VERDE 485 ML                    ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,124,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221110,3231,20230113,5387
00022306,,SPRAY EPOXICO BLANCO 485ML                        ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,72,0,0,0,CODELPA CHILE S.A,SHERWIN WILLIAMS CHILE S.A.,20170428,3242,20220630,5655
00022307,,SPRAY EPOXICO NEGRO BTE 485ML                     ,PINTURAS,SPRAY,S,SIN ROTACION,670,0,0,0,0,0,0,24,0,0,0,CODELPA CHILE S.A,SHERWIN WILLIAMS CHILE S.A.,20180113,3242,20220311,5723
00022320,,CORREA DENT A44 13.0X1118                         ,CORREAS,A DENTADA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,NORIEGA VANZULI S.A,20210407,3476,20211123,5841
00022326,,ESMALTE CERE AMARILLO REY 1 GNL 3785 LT           ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221115,19290,20221118,23157
00022327,,TAPA DEPOSITO CHEV VECTRA CAPTIVA                 ,CHEVROLET,VARIOS,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,NORIEGA VANZULI S.A,20190905,2157,20220709,3357
00022328,,ESMALTE CERE AMARILLO REY 1/4 GLN 0955 LT         ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20201119,4213,20221214,6534
00022331,,ESMALTE CERE AZUL ELECTRICO 1 GLN 3785 LT         ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,2,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20221212,19290,20221212,23157
00022332,,ESMALTE CERE AZUL ELECTRICO 1/4 GLN 0955 LT       ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20181011,4355,20210514,6389
00022335,,ESMALTE CERE AZUL PACIFICO 1 GLN 3785 LT          ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,9,0,0,0,CODELPA CHILE S.A,,20221115,19290,20221118,23157
00022336,,TENSOR CORREA ALTERNADOR  SSANGYON ACTYON         ,SSANGYONG,,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,MANNHEIM Spa,20200131,23240,20200131,33316
00022337,,ESMALTE CERE AZUL PACIFICO 1/4 GLN 0955 LT        ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,12,0,0,0,CODELPA CHILE S.A,,20220205,5040,20220301,8403
00022338,,ESMALTE CERE BERMELLON 1 GLN 3785 LT              ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,120,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20210205,13381,20221118,23157
00022340,,ESMALTE CERE BERMELLON 1/4 GLN 0955 LT                                                              ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20161011,4104,20221027,6840
00022341,,ESMALTE CERE BLANCO 1 GLN 3785 TL                 ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,CODELPA CHILE S.A,,20230105,19290,20230105,23157
00022343,,ESMALTE CERE BLANCO 1/4 GLN 0955 LT               ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,CODELPA CHILE S.A,,20220205,5040,20221013,7563
00022346,,ESMALTE CERE GIRS PERLA 1 GLN 3785 LT             ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,2,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20200527,10990,20221116,14816
00022347,,ESMALTE CERE GRIS MAQUINA GL\                     ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20181009,11935,20190409,25910
00022348,,ESMALTE CERE MARFIL 1 GLN 3785 LT                 ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20200109,13516,20200110,16226
00022349,,ESMALTE CERE NARANJA 1 GLN 3785 LT                ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20200911,13516,20220224,25017
00022350,,ESMALTE CERE NEGRO 1 GLN 3785 LT                  ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,10,0,0,0,CODELPA CHILE S.A,,20220205,18232,20221128,31597
00022352,,ESMALTE CERE NEGRO 1/4 GLN 0955 LT                ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,18,0,0,0,CODELPA CHILE S.A,,20220205,5040,20221109,7563
00022354,,ESMALTE CERE VERDE ESMERALDA 1 GLN 3785 LT        ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200522,13381,20170523,16423
00022355,,ESMALTE CERE VERDE ESMERALDA 1/4 GLN 0955 LT      ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20180719,4423,20221104,6492
00022356,,CORREA 6PK-1245                                   ,CORREAS,PK,S,SIN ROTACION,670,0,0,0,0,0,0,2,0,0,0,CODELPA CHILE S.A,NORIEGA VANZULI S.A,20200131,6871,20210112,11454
00022364,,ESMALTE SINTETICO AZUL ULTRAMAR 1 GLN 3785 LT     ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20211214,15170,20221027,32151
00022365,,ESMALTE SINTETICO NARANJA PAJARITO 1/4 GLN        ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20161209,4104,20211109,6209
00022366,,ESMALTE SINTETICO ROJO MANDARIN PAJARITO 1 GLN    ,PINTURAS,ESMALTE,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20210705,14319,20210708,17190
00022374,,MASCARA SUZUKI VITARA 89/02                       ,SUZUKI,MASCARA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,IMPORTADORA BICIMOTO LTDA,20220820,12800,20220823,15366
00022376,,ANTICORR GRIS VERDOSO 1 GLN 3785 LT               ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,4,0,10751,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,10751,20230113,13117
00022377,,ANTICORR GRIS VERDOSO 1/4 GLN 0955 LT             ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,CODELPA CHILE S.A,,20220205,3202,20230126,6613
00022378,,ANTICORR NEGRO ESTRUCT 1 GLN 3785 LT              ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,11,0,10751,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230120,10751,20221220,12487
00022379,,ANTICORR NEGRO ESTRUCT 1/4 GLN 0955 LT            ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,7,0,3964,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,3580,20230125,6613
00022381,,ANTICORR ROJO ESTRUCT 1 GLN 3785 LT               ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,10751,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20230127,10751,20220830,12606
00022382,,ANTICORR ROJO ESTRUCT 1/4 GLN 0955 LT CERES       ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,CODELPA CHILE S.A,,20220205,2944,20230126,4908
00022383,,ANTICORR VERDE ESTRUCT 1 GLN 3785 LT              ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,4,0,0,0,CODELPA CHILE S.A,CODELPA CHILE S.A,20200527,10358,20211230,15542
00022384,,ANTICORR VERDE ESTRUCT 1/4 GLN 0955 LT            ,PINTURAS,ANTICORRSIVO,S,SIN ROTACION,670,0,0,0,0,0,0,6,0,0,0,CODELPA CHILE S.A,,20200527,2820,20200724,4235
00022388,,DILUYENTE ACRILICO PLUS ENVASADO 1LT PASSOL       ,PROD QUIMICOS,PASSOL,S,SIN ROTACION,0,0,70,24,6,30,0,0,0,0,0,CODELPA CHILE S.A,,20211106,1491,20230128,2529
00022390,,DILUYENTE DUCO PLUS ENVASADO 1LT PASSOL           ,PROD QUIMICOS,PASSOL,S,SIN ROTACION,0,0,120,0,0,0,.22,200,0,0,0,CODELPA CHILE S.A,,20221219,1908,20230131,2765
00022392,,DISCO FRENO HY/KIA SONATA/TUCSON                  ,HYUN,DISCO EMB,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,NORIEGA VANZULI S.A,20190125,12540,20190126,18968
00022396,,DILUYENTE                                         ,PROD QUIMICOS,PASSOL,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20180509,132250,20200702,190897
00022397,,DILUYENTE SINTETICO ENVASADO 1LT PASSOL           ,PROD QUIMICOS,PASSOL,S,SIN ROTACION,0,0,96,0,0,0,0,324,0,0,0,CODELPA CHILE S.A,QUIMICA PASSOL S.A.,20221219,1586,20230201,2647
00022468,,PISTON STD S/ANILLOS REN CLIO K4M                 ,HYUN,PISTONES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,1176,20220611,66403
00022491,,PRISIONERO MAZA MM 6x6x25 P1.0                                                                      ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,288,20191230,519
00022492,,PRISIONERO MAZA MM 6x6x30 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,174,20221021,267
00022493,,PRISIONERO MAZA MM 6x6x35 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,182,20230131,267
00022494,,PRISIONERO MAZA MM 6x6x40 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,183,20230131,630
00022495,,PRISIONERO MAZA MM 6x6x45 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,155,20221028,916
00022496,,PRISIONERO MAZA MM 6x6x50 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,160,20220514,798
00022497,,PRISIONERO MAZA MM 6x6x55 P1.0                                                                      ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,432,20140214,734
00022498,,PRISIONERO MAZA MM 6x6x60 P1.0                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,204,20220805,900
00022521,,PRISIONERO MAZA MM 8x8x25 P1.25                                                                     ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,167,20220623,497
00022522,,PRISIONERO MAZA MM 8x8x30 P1.25                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,167,20221017,552
00022523,,PRISIONERO MAZA MM 8x8x35 P1.25                                                                     ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20120507,100,20210120,561
00022524,,PRISIONERO MAZA MM 8x8x40 P1.25                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,209,20220325,259
00022525,,PRISIONERO MAZA MM 8x8x45 P1.25                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,252,20210615,1145
00022526,,PRISIONERO MAZA MM 8x8x50 P1.25                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,267,20230107,401
00022527,,PRISIONERO MAZA MM 8x8x55 P1.25                                                                     ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,432,20210914,829
00022528,,PRISIONERO MAZA MM 8x8x60 P1.25                   ,PERNO,CARDAN,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221227,341,20230131,471
00022539,,PRISIONERO MAZA MM 10x10x30 P1.5                                                                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,288,20211108,552
00022540,,PRISIONERO MAZA MM 10x10x35 P1.5                                                                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20121121,225,20180515,588
00022541,,PRISIONERO MAZA MM 10x10x40 P1.5                  ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,313,20230131,686
00022542,,PRISIONERO MAZA MM 10x10x45 P1.5                                                                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,281,20220817,757
00022543,,PRISIONERO MAZA MM 10x10x50 P1.5                  ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,397,20221227,526
00022544,,PRISIONERO MAZA MM 10x10x55 P1.5                                                                    ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,504,20220425,971
00022545,,PRISIONERO MAZA MM 10x10x60 P1.5                  ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,387,20220625,756
00022555,,PRISIONERO MAZA MM 10x10x30 P1.25                                                                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,288,20181003,552
00022556,,PRISIONERO MAZA MM 10x10x35 P1.25                                                                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,324,20211214,623
00022557,,PRISIONERO MAZA MM 10x10x40 P1.25                 ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,281,20221202,686
00022558,,PRISIONERO MAZA MM 10x10x45 P1.25                                                                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,293,20221219,682
00022559,,PRISIONERO MAZA MM 10x10x50 P1.25                 ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20221228,398,20211224,579
00022560,,PRISIONERO MAZA MM 10x10x55 P1.25                                                                   ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,,504,20200529,971
00022561,,PRISIONERO MAZA MM 10x10x60 P1.25                 ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210405,387,20211014,624
00022770,,PRISIONERO MAZA 3/4x3.1/2                         ,PERNO,PRISIONERO MAZA,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20140528,1096,20220909,3110
00022904,,PRISIONERO ARTILLEROS 3/4x3                       ,PERNO,PRISIONERO ARTILLERO,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,INVERSIONES COLLINS Y COLLINS LTDA.,20210505,1278,20210505,1725
00022921,,RESORTE ACELER 001 N 1                            ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,468,20220826,941
00022922,,RESORTE ACELER 010 N 10                           ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,270,20221231,546
00022926,,RESORTE ACELER 011 N 11                           ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,270,20221017,588
00022927,,RESORTE ACELER 013 N 13                           ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,261,20220905,529
00022929,,RESORTE ACELER 014 N 14                           ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,252,20220819,513
00022930,,RESORTE ACELER 002 N 2                            ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,450,20221006,908
00022934,,RESORTE ACELER 003 N 3                            ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,405,20220809,815
00022935,,RESORTE ACELER 004 N 4                            ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,378,20221006,765
00022936,,RESORTE ACELER 005 N 5                            ,RESORTES,RESORTES,S,SIN ROTACION,670,0,0,0,0,0,0,0,0,0,0,CODELPA CHILE S.A,,20200113,360,20220504,723
